Unnamed: 0,type,statement
2593,neutral,will flight that arrives at e be a penguin plane
4956,positive,thank you for taking care of me with a drink since my in flight entertainment wa not working goodcustomerservice
1347,negative,if it wa simply a minor mechanical why would they say that
3893,neutral,our flight attendant announced that we have transportation waiting for u for that flight so i think we will make it
1337,negative,nd february in a row stranded u when we try to return from cancun no contact info no way to rebook badcustomerservice
3142,neutral,watching plane do their thing http tco iitojhuikh
1120,neutral,i might look into that my wife travel much more than i do could we both use the membership
919,negative,sent looking for that functionality in your app though should be a one click action
5668,positive,thank you for the delta transfer will my bag go too
1526,negative,you guy cancelled flightled my flight for today and booked me for tomorrow so unfortunately i have rebooked thanks
1135,neutral,nervous about my flight from dc to lax getting cancelled flightled tomorrow just sent you a dm to help me
2693,neutral,can you get me on flt instead of rt now
263,negative,do not need your apology need my bag took minute from landing to get it unacceptable
3426,neutral,what happens when you combine top chef amp the beauty of san miguel de allende my late flightst food blog http tco trdrcre
403,negative,lipstick on a pig still a pig ur new baggage claim sju is a disaster no chair min wait for baggage fail
2450,neutral,i notice that there are separate button for guitar and actual music in this pic some band should take note of this
1771,positive,looking forward to flying with you guy a well
2300,positive,from orlando to dca and my awesome flight attendant is robert
6,negative,that is a stock response delay not a frustrating a poor cust serv amp being told by ppl to wait amp they would come back but did not
3469,positive,done thank you so much
3827,positive,hey so dre at seatac check in need a raise stat dude gave me amazing customer service and made me feel valued
680,negative,yes but i like need my luggage before tomorrow morning
2938,positive,please give special thanks to aaron in tampa office for helping me for literally two hour he is amazing mission accomplished
754,negative,soooo are you guy going to leave the seatbelt light on all flight you can barely call this turbulence
816,neutral,we are trying to go a far away from kingscollegelondon a possible for charity today would you help u jailbreak rag
946,neutral,no no you must have heard u wrong sweet mixtapethough the recordi did not leave the s the s left me
1248,negative,see what you started now rt our fleet on fleek http tco atdsmhf
947,negative,sitting at the gate on flight for an hour due to sabre being down what backup plan is in place if sabre can not be fixed
1591,negative,i could not fly you today amp it made the trip harder had to pay for my checked bag devotedyyours but for today
420,negative,can not leave the tarmac uniteds gate agent can not agree on a head count min now counting a people max epicfailunited
232,negative,said that aa doe not provide in flight wifi on the route to china based on some federal law but united doe why is that
3543,neutral,if you would love to see more girl be inspired about becoming pilot rt our free woaw event march at abq http tco rfxlvkgdh
435,neutral,our fleet on fleek http tco ghabyep smh
611,negative,how have you not loaded our luggage on the plane and were over an hour delayed flight
402,negative,disappointed with the missed connection from roc to slc and no reimbursement even tho friend who is a pilot said it wa due to atc
1760,neutral,doe not have to be same flight and will work also
348,neutral,look like on february we will open our schedule for sale through october know what time that will be
528,negative,admiral club at clt ha rude and ignorant front desk staff you have fallen so farthanks doug parker
2995,neutral,our fleet on fleek http tco ycodikpt
3376,positive,thank you
629,negative,that is not very gracious of to tell me where i can go buy water or a snack when our flight is delayed over hour
