index,type,statement
3839,positive,just sent thanks happy_face_or_smiley
333,negative,if weather is bad would not your folks try extra hard to communicateor load bags onto flight 1320oranything
243,neutral,want to book a multi city fare have miles for 1of 2 flights an option to pay for 1st flight with miles +2nd with ump visa thanks
562,negative,so mad i can not even believe you guys cancelled flight my connecting flight after i leave the first stop &amp give me a useless hotel voucher
4130,positive,okay thank you i will check with them again
4666,positive,i will say that your customer service has consistently been the very best
5706,positive,i have 8 flights with you in the next two weeks happy_face_or_smiley let us make some good memories
1432,negative,tag numbers 0016 964012 0016 964077 0016 964078   let us find these bags
3376,positive,thank you
5518,positive,oh well i will get to cancun eventually
2988,neutral,to start 2xdaily b737 700 flights from columbus oh to boston on 8aug avgeek
27,negative,in ord waited 20 min after crew members left before gate items came flight attendant sarcastically said good luck and walked away
4026,neutral,okay i just sent it
983,positive,you 2 together are the best part of flying
1337,negative,2nd february in a row  stranded us when we try to return from cancun no contact info  no way to rebook badcustomerservice
260,negative,  seriously it is 2015 no wifi on a 5hr flight from cle sfo 1589 you are the only airline without wifi
220,negative,how do you not do maintenance on mgreat_dismay0 while it sits for two days frozen lines found after its boarded come on faail mci
822,negative,please please please answer the phone
4038,positive,they arrived late flight but pilots got us to dia on time impressive outstanding greatservice allgood
2833,positive,definitely lots of announcements and the app is great
3170,positive,seems very likely
1224,negative,been on hold for 2 1 2 hrs can not get 2 airport 4 flight icy country backroads help pls can a human answer bna
2939,positive,thanks that would be awesome
2126,neutral,would love tix for velour show entered every contest and still have not won frown_sad_andry_or_pouting
991,neutral,do you have any info about when destinationdragons winners will be announced me &amp my best friend are hoping to win thanks
279,negative,priority baggage evidently means it comes out last
144,positive,made it send bloody marys to row 27
322,negative,you mean take more of my time to write you a physical letter because the fraud department does not have email or telephones right
10,negative,mco &gtwink_or_smirkca flight almost full of people screwed by the msy dca cancelled flightation and did not cancelled flight swa=mistake
5757,positive,absolutely the staff was amazing
2849,neutral,i need to be back in cleveland as early as possible tomorrow
2962,neutral,what is the name of this tailfin httpskeptical_annoyed_undecided_uneasy_or_hesitant tco qxv45mv0ug
3433,neutral,i just sent to you
3399,neutral,i think it is ok
352,negative,need assistance line is out the door and travelling with 3 kids
3022,neutral,can you help this needs urgent treatment in2y old battling cancer could you help with flights freyasfund
704,negative,i had to sit in your kitchen and move stuff around so i had what i needed i am extremely disappointed in your service
867,negative,completed if that is the case then why does it still say in progress on paypals website i reserved on the 13th
1090,positive,luvin me some flights today do not change and please add paypal as payment option
1228,positive,glad it was finally resolved too too bad i can not get a free voucher to go with mine so i can have a friend travel next time
2350,neutral,flying south by southwest from sjc to sna tiday httpskeptical_annoyed_undecided_uneasy_or_hesitant tco kjkuvj6cmo
15,negative,8 weeks to refund this ticket   0372389047497   totally unacceptable fix this or i will put it on blast on social media and tv
3522,positive,ewr agent barbara was fabulous and an example of cust serv a pleasure talking to you httpskeptical_annoyed_undecided_uneasy_or_hesitant tco kmquly9g5e
338,negative,i would like to apologize to the gate agent for flight aa76 i was not aware that zone 1 was after the nine other precious gems
1916,positive,you cool
509,negative,your airway is a joke i have never dealt with worse service
4146,neutral,can i add miles from my january air china flight to my mileageplus account
1612,positive,4 great flights with no delays thank you
2880,positive,anything for you flyfi httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 8jcediky9u
4225,neutral,cancelled flighting bought a ticket for a friend but can not get the credit under my name
5993,positive,thank you
790,negative,tfw1 ty spent total of 3 hrs and 20 mins holding cell battery died finally made arrangements w kind rep
25,neutral,i am flying from msp to dxb my child will turn 2 during the trip do i have to buy a return ticket for my child
483,neutral,if i know i left something on my last flight as i literally had to run to make my connectionconfusion how can i retrieve it please
1226,negative,they absolutely guaranteed us we would sit with our kids your terms response is insulting jetblue
1461,negative,can care less if you are without your bags for a day or a week i have been 3 stories in the last 3 hoursi want my bag
254,negative,when i check online it states status closed what does this mean as i have yet been able to reach a live person
3907,neutral,my wife left her phone on flight awe474 on friday february 20th upon landing in minneapolis how can we get it back thanks
3147,neutral,is it on a flight now thanks for reply
1242,negative,link does not work and i have tried tracking my bag several times still does not clarify where it is
2508,positive,i deleted that tweet because one of your wonderful employees swooped in to help  faith restored you are one of the good ones
6087,positive,i know you have a lot of baggage but i want you to know i really enjoyed being inside you jetbae
1696,positive,this is so smart it makes me angry mt  we have partnered with to bring you free digital access onboard httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 0liwecasoe
